orderID,customerID,employeeID,orderDate,requiredDate,shippedDate,shipVia,freight,shipName,shipAddress,shipCity,shipRegion,shipPostalCode,shipCountry
10411,BOTTM,9,10/10/2021,10/24/2021,10/12/2021,3,23.65,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10412,WARTH,8,11/13/2020,11/29/2020,11/15/2020,2,3.77,Wartian Herkku,Torikatu 38,Oulu,Finland,90110,Finland
10413,LAMAI,3,3/11/2022,4/9/2022,3/12/2022,2,95.66,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,France,31000,France
10414,FAMIA,2,7/18/2020,8/11/2020,7/25/2020,3,21.48,Familia Arquibaldo,Rua OrÃ³s 92,Sao Paulo,SP,05442-030,Brazil
10415,HUNGC,3,11/20/2023,12/15/2023,11/26/2023,1,0.2,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA
10416,WARTH,8,11/29/2024,12/6/2024,12/3/2024,3,22.72,Wartian Herkku,Torikatu 38,Oulu,Finland,90110,Finland
10417,SIMOB,4,9/20/2022,10/14/2022,9/21/2022,3,70.29,Simons bistro,VinbÃ¦ltet 34,Kobenhavn,Denmark,1734,Denmark
10418,QUICK,4,11/5/2021,11/30/2021,11/11/2021,1,17.55,QUICK-Stop,TaucherstraÃŸe 10,Cunewalde,Germany,1307,Germany
10419,RICSU,4,6/6/2023,6/26/2023,6/9/2023,2,137.35,Richter Supermarkt,Starenweg 5,GenÃ¨ve,Switzerland,1204,Switzerland
10420,WELLI,3,9/24/2020,10/11/2020,9/26/2020,1,44.12,Wellington Importadora,Rua do Mercado 12,Resende,SP,08737-363,Brazil
10421,QUEDE,8,9/9/2021,9/29/2021,9/14/2021,1,99.23,Que DelÃ­cia,Rua da Panificadora 12,Rio de Janeiro,RJ,02389-673,Brazil
10422,FRANS,2,9/11/2020,10/1/2020,9/16/2020,1,3.02,Franchi S.p.A.,Via Monte Bianco 34,Torino,Italy,10100,Italy
10423,GOURL,6,7/28/2022,8/4/2022,7/28/2022,3,24.5,Gourmet Lanchonetes,Av. Brasil 442,Campinas,SP,04876-786,Brazil
10424,MEREP,7,11/1/2024,11/29/2024,11/3/2024,2,370.61,MÃ¨re Paillarde,43 rue St. Laurent,MontrÃ©al,QuÃ©bec,H1J 1C3,Canada
10425,LAMAI,6,1/22/2024,2/19/2024,1/22/2024,2,7.93,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,France,31000,France
10426,GALED,4,10/23/2020,11/1/2020,10/29/2020,1,18.69,GalerÃ­a del gastronÃ³mo,Rambla de CataluÃ±a 23,Barcelona,Spain,8022,Spain
10427,PICCO,4,12/14/2022,1/12/2023,12/18/2022,2,31.29,Piccolo und mehr,Geislweg 14,Salzburg,Austria,5020,Austria
10428,REGGC,7,12/22/2022,1/14/2023,12/29/2022,1,11.09,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Italy,42100,Italy
10429,HUNGO,3,10/23/2024,11/21/2024,10/23/2024,2,56.63,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,T13,Ireland
10430,ERNSH,4,12/16/2024,1/2/2025,12/17/2024,1,458.78,Ernst Handel,Kirchgasse 6,Graz,Austria,8010,Austria
10431,BOTTM,4,1/17/2024,1/29/2024,1/17/2024,2,44.17,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10432,SPLIR,3,4/23/2022,5/8/2022,4/28/2022,2,4.34,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10433,PRINI,3,12/9/2024,1/1/2025,12/9/2024,3,73.83,Princesa Isabel Vinhos,Estrada da saÃºde n. 58,Lisboa,Portugal,1756,Portugal
10434,FOLKO,3,2/4/2021,2/20/2021,2/6/2021,2,17.92,Folk och fÃ¤ HB,Ã…kergatan 24,BrÃ¤cke,Sweden,S-844 67,Sweden
10435,CONSH,8,4/15/2020,5/5/2020,4/22/2020,2,9.21,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,UK,WX1 6LT,UK
10436,BLONP,3,9/24/2021,10/10/2021,9/27/2021,2,156.66,Blondel pÃ¨re et fils,24  place KlÃ©ber,Strasbourg,France,67000,France
10437,WARTH,8,7/18/2023,8/10/2023,7/23/2023,1,19.97,Wartian Herkku,Torikatu 38,Oulu,Finland,90110,Finland
10438,TOMSP,3,6/30/2024,7/27/2024,7/5/2024,2,8.24,Toms SpezialitÃ¤ten,Luisenstr. 48,MÃ¼nster,Germany,44087,Germany
10439,MEREP,6,9/25/2020,10/19/2020,10/1/2020,3,4.07,MÃ¨re Paillarde,43 rue St. Laurent,MontrÃ©al,QuÃ©bec,H1J 1C3,Canada
10440,SAVEA,4,8/31/2020,9/30/2020,9/3/2020,2,86.53,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10441,OLDWO,3,3/21/2021,4/10/2021,3/25/2021,2,73.02,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10442,ERNSH,3,8/8/2023,9/7/2023,8/11/2023,2,47.94,Ernst Handel,Kirchgasse 6,Graz,Austria,8010,Austria
10443,REGGC,8,5/13/2021,5/24/2021,5/20/2021,1,13.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Italy,42100,Italy
10444,BERGS,3,7/23/2023,8/7/2023,7/23/2023,3,3.5,Berglunds snabbkÃ¶p,BerguvsvÃ¤gen  8,LuleÃ¥,Sweden,S-958 22,Sweden
10445,BERGS,3,6/8/2024,6/17/2024,6/8/2024,1,9.3,Berglunds snabbkÃ¶p,BerguvsvÃ¤gen  8,LuleÃ¥,Sweden,S-958 22,Sweden
10446,TOMSP,6,1/28/2022,2/7/2022,2/2/2022,1,14.68,Toms SpezialitÃ¤ten,Luisenstr. 48,MÃ¼nster,Germany,44087,Germany
10447,RICAR,4,2/25/2020,3/20/2020,3/1/2020,2,68.66,Ricardo Adocicados,Av. Copacabana 267,Rio de Janeiro,RJ,02389-890,Brazil
10448,RANCH,4,6/4/2021,6/21/2021,6/9/2021,2,38.82,Rancho grande,Av. del Libertador 900,Buenos Aires,Argentina,1010,Argentina
10449,BLONP,3,12/4/2020,12/27/2020,12/7/2020,2,53.3,Blondel pÃ¨re et fils 24, place KlÃ©ber,Strasbourg,France,67000,France
10450,VICTE,8,11/14/2020,12/4/2020,11/20/2020,2,7.23,Victuailles en stock 2, rue du Commerce,Lyon,France,69004,France
10451,QUICK,4,6/30/2020,7/17/2020,6/30/2020,3,189.09,QUICK-Stop,TaucherstraÃŸe 10,Cunewalde,Germany,1307,Germany
10452,SAVEA,8,4/30/2023,5/23/2023,5/1/2023,1,140.26,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10453,AROUT,1,1/20/2021,2/6/2021,1/22/2021,2,25.36,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10454,LAMAI,4,6/24/2020,7/12/2020,6/28/2020,3,2.74,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,France,31000,France
10455,WARTH,8,6/3/2024,6/20/2024,6/10/2024,2,180.45,Wartian Herkku,Torikatu 38,Oulu,Finland,90110,Finland
10456,KOENE,8,11/29/2020,12/12/2020,12/4/2020,2,8.12,KÃ¶niglich Essen,Maubelstr. 90,Brandenburg,Germany,14776,Germany
10457,KOENE,2,10/25/2022,11/13/2022,10/31/2022,1,11.57,KÃ¶niglich Essen,Maubelstr. 90,Brandenburg,Germany,14776,Germany
10458,SUPRD,7,6/24/2021,7/8/2021,6/25/2021,3,147.06,SuprÃªmes dÃ©lices,Boulevard Tirou 255,Charleroi,Belgium,B-6000,Belgium
10459,VICTE,4,9/14/2024,10/13/2024,9/20/2024,2,25.09,Victuailles en stock 2, rue du Commerce,Lyon,France,69004,France
10460,FOLKO,8,7/2/2024,7/24/2024,7/8/2024,1,16.27,Folk och fÃ¤ HB,Ã…kergatan 24,BrÃ¤cke,Sweden,S-844 67,Sweden
10461,LILAS,1,12/23/2020,1/7/2021,12/25/2020,3,148.61,LILA-Supermercado,Carrera 52 con Ave. BolÃ­var #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10462,CONSH,2,7/1/2024,7/20/2024,7/8/2024,1,6.17,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,UK,WX1 6LT,UK
10463,SUPRD,5,7/5/2023,8/3/2023,7/5/2023,3,14.78,SuprÃªmes dÃ©lices,Boulevard Tirou 255,Charleroi,Belgium,B-6000,Belgium
10464,FURIB,4,3/3/2024,4/1/2024,3/4/2024,2,89,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Portugal,1675,Portugal
10465,VAFFE,1,11/23/2023,12/1/2023,11/29/2023,3,145.04,Vaffeljernet,Smagsloget 45,Ã…rhus,Denmark,8200,Denmark
10466,COMMI,4,8/14/2024,9/12/2024,8/20/2024,1,11.93,ComÃ©rcio Mineiro,Av. dos LusÃ­adas 23,Sao Paulo,SP,05432-043,Brazil
10467,MAGAA,8,1/15/2023,2/4/2023,1/15/2023,2,4.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Italy,24100,Italy
10468,KOENE,3,12/27/2022,1/26/2023,12/27/2022,3,44.12,KÃ¶niglich Essen,Maubelstr. 90,Brandenburg,Germany,14776,Germany
10469,WHITC,1,10/12/2022,11/2/2022,10/16/2022,1,60.18,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10470,BONAP,4,7/21/2021,8/16/2021,7/25/2021,2,64.56,Bon app' 12, rue des Bouchers,Marseille,France,13008,France
10471,BSBEV,2,3/16/2024,4/10/2024,3/23/2024,3,45.59,B's Beverages,Fauntleroy Circus,London,UK,EC2 5NT,UK
10472,SEVES,8,10/20/2024,11/7/2024,10/22/2024,1,4.2,Seven Seas Imports,90 Wadhurst Rd.,London,UK,OX15 4NB,UK
10473,ISLAT,1,11/4/2020,11/14/2020,11/8/2020,3,16.37,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10474,PERIC,5,8/31/2021,9/13/2021,9/3/2021,2,83.49,Pericles Comidas clÃ¡sicas,Calle Dr. Jorge Cash 321,MÃ©xico D.F.,Mexico,5033,Mexico
10475,SUPRD,9,1/12/2021,1/26/2021,1/16/2021,1,68.52,SuprÃªmes dÃ©lices,Boulevard Tirou 255,Charleroi,Belgium,B-6000,Belgium
10476,HILAA,8,7/27/2021,8/14/2021,7/27/2021,3,4.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San CristÃ³bal,TÃ¡chira,5022,Venezuela
10477,PRINI,5,7/29/2024,8/15/2024,8/4/2024,2,13.02,Princesa Isabel Vinhos,Estrada da saÃºde n. 58,Lisboa,Portugal,1756,Portugal
10478,VICTE,2,9/20/2020,10/9/2020,9/22/2020,3,4.81,Victuailles en stock 2, rue du Commerce,Lyon,France,69004,France
10479,RATTC,3,1/2/2020,1/24/2020,1/5/2020,3,708.95,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10480,FOLIG,6,12/9/2021,12/29/2021,12/14/2021,2,1.35,Folies gourmandes,184  chaussÃ©e de Tournai,Lille,France,59000,France
10481,RICAR,8,10/22/2020,11/1/2020,10/27/2020,2,64.33,Ricardo Adocicados,Av. Copacabana 267,Rio de Janeiro,RJ,02389-890,Brazil
10482,LAZYK,1,10/20/2024,11/7/2024,10/26/2024,3,7.48,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,WA,99362,USA
10483,WHITC,7,2/13/2022,2/22/2022,2/19/2022,2,15.28,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10484,BSBEV,3,11/3/2022,12/2/2022,11/6/2022,3,6.88,B's Beverages,Fauntleroy Circus,London,UK,EC2 5NT,UK
10485,LINOD,4,10/20/2021,11/8/2021,10/20/2021,2,64.45,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10486,HILAA,1,4/21/2020,4/30/2020,4/23/2020,2,30.53,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San CristÃ³bal,TÃ¡chira,5022,Venezuela
10487,QUEEN,2,5/26/2023,6/21/2023,5/29/2023,2,71.07,Queen Cozinha,Alameda dos CanÃ rios 891,Sao Paulo,SP,05487-020,Brazil
10488,FRANK,8,11/24/2024,12/23/2024,11/26/2024,2,4.93,Frankenversand,Berliner Platz 43,MÃ¼nchen,Germany,80805,Germany
10489,PICCO,6,7/30/2022,8/22/2022,7/30/2022,2,5.29,Piccolo und mehr,Geislweg 14,Salzburg,Austria,5020,Austria
10490,HILAA,7,12/23/2020,1/6/2021,12/25/2020,2,210.19,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San CristÃ³bal,TÃ¡chira,5022,Venezuela
10491,FURIB,8,8/17/2022,8/27/2022,8/17/2022,3,16.96,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Portugal,1675,Portugal
10492,BOTTM,3,3/21/2021,4/18/2021,3/27/2021,1,62.89,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10493,LAMAI,4,11/29/2022,12/24/2022,12/3/2022,3,10.64,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,France,31000,France
10494,COMMI,4,8/31/2021,9/13/2021,9/3/2021,2,65.99,ComÃ©rcio Mineiro,Av. dos LusÃ­adas  23,Sao Paulo,SP,05432-043,Brazil
10495,LAUGB,3,3/31/2022,4/11/2022,3/31/2022,3,4.65,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada
10496,TRADH,7,2/24/2021,3/9/2021,2/27/2021,2,46.77,TradiÃ§ao Hipermercados,Av. InÃªs de Castro 414,Sao Paulo,SP,05634-030,Brazil
10497,LEHMS,7,2/25/2022,3/15/2022,2/26/2022,1,36.21,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Germany,60528,Germany
10498,HILAA,8,11/9/2022,12/2/2022,11/9/2022,2,29.75,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San CristÃ³bal,TÃ¡chira,5022,Venezuela
10499,LILAS,4,4/5/2021,4/25/2021,4/12/2021,2,102.02,LILA-Supermercado,Carrera 52 con Ave. BolÃ­var #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10500,LAMAI,6,4/15/2020,4/22/2020,4/18/2020,1,42.68,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,France,31000,France
10501,BLAUS,9,3/24/2020,4/15/2020,3/25/2020,3,8.85,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Germany,68306,Germany
10502,PERIC,2,1/24/2022,2/17/2022,1/24/2022,1,69.32,Pericles Comidas clÃ¡sicas,Calle Dr. Jorge Cash 321,MÃ©xico D.F.,Mexico,5033,Mexico
10503,HUNGO,6,11/30/2022,12/15/2022,12/1/2022,2,16.74,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,NULL,Ireland
10504,WHITC,4,12/31/2022,1/9/2023,1/6/2023,3,59.13,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10505,MEREP,3,8/2/2023,8/17/2023,8/6/2023,3,7.13,MÃ¨re Paillarde,43 rue St. Laurent,MontrÃ©al,QuÃ©bec,H1J 1C3,Canada
10506,KOENE,9,7/7/2020,7/26/2020,7/13/2020,2,21.19,KÃ¶niglich Essen,Maubelstr. 90,Brandenburg,Germany,14776,Germany
10507,ANTON,7,5/9/2022,5/25/2022,5/13/2022,1,47.45,Antonio Moreno TaquerÃ­a,Mataderos  2312,MÃ©xico D.F.,Mexico,5023,Mexico
10508,OTTIK,1,1/5/2020,1/21/2020,1/5/2020,2,4.99,Ottilies KÃ¤seladen,Mehrheimerstr. 369,KÃ¶ln,Germany,50739,Germany
10509,BLAUS,4,9/9/2022,9/20/2022,9/15/2022,1,0.15,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Germany,68306,Germany
10510,SAVEA,6,6/11/2022,7/1/2022,6/14/2022,3,367.63,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10511,BONAP,4,11/14/2021,11/29/2021,11/19/2021,3,350.64,Bon app',12  rue des Bouchers,Marseille,France,13008,France
10512,FAMIA,7,10/9/2021,10/29/2021,10/14/2021,2,3.53,Familia Arquibaldo,Rua OrÃ³s 92,Sao Paulo,SP,05442-030,Brazil
10513,WANDK,7,1/22/2023,2/19/2023,1/27/2023,1,105.65,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Germany,70563,Germany
10514,ERNSH,3,5/21/2023,6/11/2023,5/27/2023,2,789.95,Ernst Handel,Kirchgasse 6,Graz,Austria,8010,Austria
10515,QUICK,2,5/14/2023,5/31/2023,5/17/2023,1,204.47,QUICK-Stop,TaucherstraÃŸe 10,Cunewalde,Germany,1307,Germany
10516,HUNGO,2,4/11/2023,4/27/2023,4/15/2023,3,62.78,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,NULL,Ireland
10517,NORTS,3,8/1/2021,8/9/2021,8/6/2021,3,32.07,North/South,South House 300 Queensbridge,London,UK,SW7 1RZ,UK
10518,TORTU,4,8/14/2020,9/3/2020,8/20/2020,2,218.15,Tortuga Restaurante,Avda. Azteca 123,MÃ©xico D.F.,Mexico,5033,Mexico
10519,CHOPS,6,5/4/2023,6/1/2023,5/5/2023,3,91.76,Chop-suey Chinese,Hauptstr. 31,Bern,Switzerland,3012,Switzerland
10520,SANTG,7,1/31/2023,2/18/2023,1/31/2023,1,13.37,SantÃ© Gourmet,Erling Skakkes gate 78,Stavern,Norway,4110,Norway
10521,CACTU,8,11/25/2020,12/12/2020,11/26/2020,2,17.22,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,Argentina,1010,Argentina
10522,LEHMS,4,2/26/2020,3/17/2020,3/4/2020,1,45.33,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Germany,60528,Germany
10523,SEVES,7,10/16/2023,11/1/2023,10/23/2023,2,77.63,Seven Seas Imports,90 Wadhurst Rd.,London,UK,OX15 4NB,UK
10524,BERGS,1,8/1/2020,8/18/2020,8/6/2020,2,244.79,Berglunds snabbkÃ¶p,BerguvsvÃ¤gen  8,LuleÃ¥,Sweden,S-958 22,Sweden
10525,BONAP,1,2/21/2024,3/17/2024,2/26/2024,2,11.06,Bon app',12  rue des Bouchers,Marseille,France,13008,France
10526,WARTH,4,8/24/2020,9/19/2020,8/24/2020,2,58.59,Wartian Herkku,Torikatu 38,Oulu,Finland,90110,Finland
10527,QUICK,7,3/28/2021,4/20/2021,3/28/2021,1,41.9,QUICK-Stop,TaucherstraÃŸe 10,Cunewalde,Germany,1307,Germany
10528,GREAL,6,3/9/2023,4/2/2023,3/16/2023,2,3.35,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10529,MAISD,5,1/12/2022,1/19/2022,1/16/2022,2,66.69,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Belgium,B-1180,Belgium
10530,PICCO,3,12/6/2024,1/3/2025,12/11/2024,2,339.22,Piccolo und mehr,Geislweg 14,Salzburg,Austria,5020,Austria
10531,OCEAN,7,9/27/2024,10/21/2024,10/3/2024,1,8.12,OcÃ©ano AtlÃ¡ntico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,Argentina,1010,Argentina
10532,EASTC,7,11/14/2022,11/23/2022,11/16/2022,3,74.46,Eastern Connection,35 King George,London,UK,WX3 6FW,UK
10533,FOLKO,8,5/15/2023,5/29/2023,5/16/2023,1,188.04,Folk och fÃ¤ HB,Ã…kergatan 24,BrÃ¤cke,Sweden,S-844 67,Sweden
10534,LEHMS,8,6/6/2022,6/26/2022,6/6/2022,2,27.94,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Germany,60528,Germany
10535,ANTON,4,5/28/2021,6/16/2021,5/29/2021,1,15.64,Antonio Moreno TaquerÃ­a,Mataderos  2312,MÃ©xico D.F.,Mexico,5023,Mexico
10536,LEHMS,3,7/31/2020,8/30/2020,8/2/2020,2,58.88,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Germany,60528,Germany
10537,RICSU,1,11/2/2024,11/21/2024,11/6/2024,1,78.85,Richter Supermarkt,Starenweg 5,GenÃ¨ve,Switzerland,1204,Switzerland
10538,BSBEV,9,8/9/2020,9/7/2020,8/12/2020,3,4.87,B's Beverages,Fauntleroy Circus,London,UK,EC2 5NT,UK
10539,BSBEV,6,9/16/2023,9/25/2023,9/17/2023,3,12.36,B's Beverages,Fauntleroy Circus,London,UK,EC2 5NT,UK
10540,QUICK,3,6/25/2022,7/19/2022,6/26/2022,3,1007.64,QUICK-Stop,TaucherstraÃŸe 10,Cunewalde,Germany,1307,Germany
10541,HANAR,2,7/23/2021,8/10/2021,7/24/2021,1,68.65,Hanari Carnes,Rua do PaÃ§o 67,Rio de Janeiro,RJ,05454-876,Brazil
10542,KOENE,1,4/1/2021,4/30/2021,4/3/2021,3,10.95,KÃ¶niglich Essen,Maubelstr. 90,Brandenburg,Germany,14776,Germany
10543,LILAS,8,4/22/2023,5/10/2023,4/24/2023,2,48.17,LILA-Supermercado,Carrera 52 con Ave. BolÃ­var #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10544,LONEP,4,12/17/2020,1/13/2021,12/21/2020,1,24.91,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA
10545,LAZYK,8,6/9/2021,7/5/2021,6/14/2021,2,11.92,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,WA,99362,USA
10546,VICTE,1,8/20/2024,9/1/2024,8/26/2024,3,194.72,Victuailles en stock,2  rue du Commerce,Lyon,France,69004,France
10547,SEVES,3,3/18/2021,4/7/2021,3/25/2021,2,178.43,Seven Seas Imports,90 Wadhurst Rd.,London,UK,OX15 4NB,UK
10548,TOMSP,3,9/29/2024,10/29/2024,10/1/2024,2,1.43,Toms SpezialitÃ¤ten,Luisenstr. 48,MÃ¼nster,Germany,44087,Germany
10549,QUICK,5,11/8/2024,11/23/2024,11/11/2024,1,171.24,QUICK-Stop,TaucherstraÃŸe 10,Cunewalde,Germany,1307,Germany
10550,GODOS,7,12/16/2020,1/6/2021,12/18/2020,3,4.32,Godos Cocina TÃ­pica,C/ Romero 33,Sevilla,Spain,41101,Spain
10551,FURIB,4,6/10/2024,7/4/2024,6/17/2024,3,72.95,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Portugal,1675,Portugal
10552,HILAA,2,2/18/2023,3/3/2023,2/22/2023,1,83.22,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San CristÃ³bal,TÃ¡chira,5022,Venezuela
10553,WARTH,2,9/23/2020,10/12/2020,9/23/2020,2,149.49,Wartian Herkku,Torikatu 38,Oulu,Finland,90110,Finland
10554,OTTIK,4,1/28/2021,2/22/2021,2/4/2021,3,120.97,Ottilies KÃ¤seladen,Mehrheimerstr. 369,KÃ¶ln,Germany,50739,Germany
10555,SAVEA,6,9/14/2023,10/11/2023,9/21/2023,3,252.49,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10556,SIMOB,2,3/3/2020,3/23/2020,3/5/2020,1,9.8,Simons bistro,VinbÃ¦ltet 34,Kobenhavn,Denmark,1734,Denmark
10557,LEHMS,9,1/11/2024,2/10/2024,1/13/2024,2,96.72,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Germany,60528,Germany
10558,AROUT,1,3/28/2020,4/14/2020,3/30/2020,2,72.97,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10559,BLONP,6,1/14/2021,1/23/2021,1/21/2021,1,8.05,Blondel pÃ¨re et fils 24, place KlÃ©ber,Strasbourg,France,67000,France
10560,FRANK,8,2/21/2021,3/9/2021,2/28/2021,1,36.65,Frankenversand,Berliner Platz 43,MÃ¼nchen,Germany,80805,Germany
10561,FOLKO,2,6/18/2020,6/27/2020,6/21/2020,2,242.21,Folk och fÃ¤ HB,Ã…kergatan 24,BrÃ¤cke,Sweden,S-844 67,Sweden
10562,REGGC,1,2/20/2020,3/9/2020,2/21/2020,1,22.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Italy,42100,Italy
10563,RICAR,2,1/4/2023,1/31/2023,1/11/2023,2,60.43,Ricardo Adocicados,Av. Copacabana,Rio de Janeiro,RJ,02389-890,Brazil
10564,RATTC,4,1/22/2023,2/14/2023,1/26/2023,3,13.75,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10565,MEREP,8,1/25/2024,2/4/2024,1/26/2024,2,7.15,MÃ¨re Paillarde,43 rue St. Laurent,MontrÃ©al,QuÃ©bec,H1J 1C3,Canada
10566,BLONP,9,12/16/2023,12/27/2023,12/22/2023,1,88.4,Blondel pÃ¨re et fils, place KlÃ©ber,Strasbourg,France,67000,France
10567,HUNGO,1,8/2/2024,8/20/2024,8/6/2024,1,33.97,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,NULL,Ireland
10568,GALED,3,7/7/2020,8/3/2020,7/11/2020,3,6.54,GalerÃ­a del gastronÃ³mo,Rambla de CataluÃ±a,Barcelona,Spain,8022,Spain
10569,RATTC,5,8/28/2024,9/23/2024,8/29/2024,1,58.98,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10570,MEREP,3,8/11/2022,8/20/2022,8/15/2022,3,188.99,MÃ¨re Paillarde,43 rue St. Laurent,MontrÃ©al,QuÃ©bec,H1J 1C3,Canada
10571,ERNSH,8,4/2/2022,4/10/2022,4/6/2022,3,26.06,Ernst Handel,Kirchgasse 6,Graz,Austria,8010,Austria
10572,BERGS,3,1/10/2021,1/17/2021,1/13/2021,2,116.43,Berglunds snabbkÃ¶p,BerguvsvÃ¤gen  8,LuleÃ¥,Sweden,S-958 22,Sweden
10573,ANTON,7,12/21/2020,1/20/2021,12/21/2020,3,84.84,Antonio Moreno TaquerÃ­a,Mataderos  2312,MÃ©xico D.F.,Mexico,5023,Mexico
10574,TRAIH,4,4/1/2020,5/1/2020,4/4/2020,2,37.6,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,WA,98034,USA
