orderID,customerID,employeeID,orderDate,requiredDate,shippedDate,shipVia,freight,shipName,shipAddress,shipCity,shipRegion,shipPostalCode,shipCountry
10743,AROUT,1,1/6/2024,1/15/2024,1/9/2024,2,23.72,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10744,VAFFE,6,7/10/2020,7/20/2020,7/12/2020,1,69.19,Vaffeljernet,Smagsloget 45,Ã…rhus,Denmark,8200,Denmark
10745,QUICK,9,12/18/2023,1/5/2024,12/25/2023,1,3.52,QUICK-Stop,TaucherstraÃŸe 10,Cunewalde,Germany,1307,Germany
10746,CHOPS,1,3/18/2020,3/31/2020,3/23/2020,3,31.43,Chop-suey Chinese,Hauptstr. 31,Bern,Switzerland,3012,Switzerland
10747,PICCO,6,6/8/2024,7/4/2024,6/8/2024,1,117.33,Piccolo und mehr,Geislweg 14,Salzburg,Austria,5020,Austria
10748,SAVEA,3,12/25/2024,1/7/2025,12/27/2024,1,232.55,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10749,ISLAT,4,11/19/2020,12/11/2020,11/20/2020,2,61.53,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10750,WARTH,9,6/6/2022,6/30/2022,6/9/2022,1,79.3,Wartian Herkku,Torikatu 38,Oulu,Finland,90110,Finland
10751,RICSU,3,3/17/2024,4/12/2024,3/23/2024,3,130.79,Richter Supermarkt,Starenweg 5,GenÃ¨ve,Switzerland,1204,Switzerland
10752,NORTS,2,12/3/2021,1/1/2022,12/7/2021,3,1.39,North/South,South House 300 Queensbridge,London,UK,SW7 1RZ,UK
10753,FRANS,3,10/29/2024,11/28/2024,10/31/2024,1,7.7,Franchi S.p.A.,Via Monte Bianco 34,Torino,Italy,10100,Italy
10754,MAGAA,6,9/1/2021,9/18/2021,9/2/2021,3,2.38,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Italy,24100,Italy
10755,BONAP,4,7/22/2020,8/3/2020,7/25/2020,2,16.71,Bon app', rue des Bouchers,Marseille,France,13008,France
10756,SPLIR,8,12/8/2022,12/19/2022,12/12/2022,2,73.21,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10757,SAVEA,6,2/11/2020,3/8/2020,2/13/2020,1,8.19,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10758,RICSU,3,3/30/2021,4/25/2021,3/31/2021,3,138.17,Richter Supermarkt,Starenweg 5,GenÃ¨ve,Switzerland,1204,Switzerland
10759,ANATR,3,9/10/2020,9/29/2020,9/17/2020,3,11.99,Ana Trujillo Emparedados y helados,Avda. de la ConstituciÃ³n 2222,MÃ©xico D.F.,Mexico,5021,Mexico
10760,MAISD,4,5/28/2023,6/4/2023,5/31/2023,1,155.64,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Belgium,B-1180,Belgium
10761,RATTC,5,5/26/2020,6/16/2020,5/27/2020,2,18.66,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10762,FOLKO,3,7/22/2020,8/1/2020,7/25/2020,1,328.74,Folk och fÃ¤ HB,Ã…kergatan 24,BrÃ¤cke,Sweden,S-844 67,Sweden
10763,FOLIG,3,9/1/2024,9/11/2024,9/1/2024,3,37.35,Folies gourmandes, chaussÃ©e de Tournai,Lille,France,59000,France
10764,ERNSH,6,4/20/2023,4/27/2023,4/26/2023,3,145.45,Ernst Handel,Kirchgasse 6,Graz,Austria,8010,Austria
10765,QUICK,3,4/11/2021,5/3/2021,4/17/2021,3,42.74,QUICK-Stop,TaucherstraÃŸe 10,Cunewalde,Germany,1307,Germany
10766,OTTIK,4,6/7/2021,7/1/2021,6/8/2021,1,157.55,Ottilies KÃ¤seladen,Mehrheimerstr. 369,KÃ¶ln,Germany,50739,Germany
10767,SUPRD,4,1/30/2023,2/18/2023,1/31/2023,3,1.59,SuprÃªmes dÃ©lices,255,Charleroi,Belgium,B-6000,Belgium
10768,AROUT,3,10/12/2021,10/22/2021,10/13/2021,2,146.32,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10769,VAFFE,3,4/3/2023,5/2/2023,4/8/2023,1,65.06,Vaffeljernet,Smagsloget 45,Ã…rhus,Denmark,8200,Denmark
10770,HANAR,8,12/2/2021,12/22/2021,12/9/2021,3,5.32,Hanari Carnes,Rua do PaÃ§o,Rio de Janeiro,RJ,05454-876,Brazil
10771,ERNSH,9,4/20/2023,4/27/2023,4/21/2023,2,11.19,Ernst Handel,Kirchgasse 6,Graz,Austria,8010,Austria
10772,LEHMS,3,1/14/2020,1/30/2020,1/16/2020,2,91.28,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Germany,60528,Germany
10773,ERNSH,1,4/1/2021,4/28/2021,4/8/2021,3,96.43,Ernst Handel,Kirchgasse 6,Graz,Austria,8010,Austria
10774,FOLKO,4,8/15/2022,9/9/2022,8/18/2022,1,48.2,Folk och fÃ¤ HB,Ã…kergatan 24,BrÃ¤cke,Sweden,S-844 67,Sweden
10775,THECR,7,12/3/2022,12/19/2022,12/4/2022,1,20.25,The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,USA
10776,ERNSH,1,10/31/2023,11/20/2023,11/7/2023,3,351.53,Ernst Handel,Kirchgasse 6,Graz,Austria,8010,Austria
10777,GOURL,7,6/19/2021,7/13/2021,6/25/2021,2,3.01,Gourmet Lanchonetes,Av. Brasil,Campinas,SP,04876-786,Brazil
10778,BERGS,3,12/19/2023,1/13/2024,12/24/2023,1,6.79,Berglunds snabbkÃ¶p,BerguvsvÃ¤gen  8,LuleÃ¥,Sweden,S-958 22,Sweden
10779,MORGK,3,4/5/2021,4/26/2021,4/8/2021,2,58.13,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Germany,4179,Germany
10780,LILAS,2,8/23/2020,9/17/2020,8/23/2020,1,42.13,LILA-Supermercado,Carrera 52 con Ave. BolÃ­var #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10781,WARTH,2,8/5/2024,8/16/2024,8/9/2024,3,73.16,Wartian Herkku,Torikatu 38,Oulu,Finland,90110,Finland
10782,CACTU,9,8/10/2023,8/18/2023,8/12/2023,3,1.1,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,Argentina,1010,Argentina
10783,HANAR,4,12/10/2021,12/23/2021,12/12/2021,2,124.98,Hanari Carnes,Rua do PaÃ§o,Rio de Janeiro,RJ,05454-876,Brazil
10784,MAGAA,4,7/25/2023,8/17/2023,7/31/2023,3,70.09,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Italy,24100,Italy
10785,GROSR,1,8/17/2023,9/9/2023,8/23/2023,3,1.51,GROSELLA-Restaurante,5Âª Ave. Los Palos Grandes,Caracas,DF,1081,Venezuela
10786,QUEEN,8,11/10/2022,11/17/2022,11/11/2022,1,110.87,Queen Cozinha,Alameda dos CanÃ rios,Sao Paulo,SP,05487-020,Brazil
10787,LAMAI,2,2/16/2023,3/7/2023,2/22/2023,1,249.93,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,France,31000,France
10788,QUICK,1,3/18/2023,4/8/2023,3/22/2023,2,42.7,QUICK-Stop,TaucherstraÃŸe 10,Cunewalde,Germany,1307,Germany
10789,FOLIG,1,10/10/2022,10/21/2022,10/13/2022,2,100.6,Folies gourmandes, chaussÃ©e de Tournai,Lille,France,59000,France
10790,GOURL,6,11/1/2020,11/23/2020,11/2/2020,1,28.23,Gourmet Lanchonetes,Av. Brasil,Campinas,SP,04876-786,Brazil
10791,FRANK,6,9/14/2021,10/12/2021,9/17/2021,2,16.85,Frankenversand,Berliner Platz 43,MÃ¼nchen,Germany,80805,Germany
10792,WOLZA,1,5/8/2024,6/4/2024,5/13/2024,3,23.79,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Poland,01-012,Poland
10793,AROUT,3,5/17/2021,6/4/2021,5/20/2021,3,4.52,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10794,QUEDE,6,10/1/2021,10/8/2021,10/3/2021,1,21.49,Que DelÃ­cia,Rua da Panificadora,Rio de Janeiro,RJ,02389-673,Brazil
10795,ERNSH,8,10/26/2024,11/22/2024,10/31/2024,2,126.66,Ernst Handel,Kirchgasse 6,Graz,Austria,8010,Austria
10796,HILAA,3,8/16/2021,9/2/2021,8/18/2021,1,26.52,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San CristÃ³bal,TÃ¡chira,5022,Venezuela
10797,DRACD,7,12/14/2021,12/29/2021,12/15/2021,2,33.35,Drachenblut Delikatessen,Walserweg 21,Aachen,Germany,52066,Germany
10798,ISLAT,2,4/11/2021,4/29/2021,4/14/2021,1,2.33,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10799,KOENE,9,12/26/2020,1/12/2021,12/28/2020,3,30.76,KÃ¶niglich Essen,Maubelstr. 90,Brandenburg,Germany,14776,Germany
10800,SEVES,1,7/14/2022,7/25/2022,7/15/2022,3,137.44,Seven Seas Imports,90 Wadhurst Rd.,London,UK,OX15 4NB,UK
10801,BOLID,4,1/1/2024,1/9/2024,1/5/2024,2,97.09,BÃ³lido Comidas preparadas,C/ Araquil,Madrid,Spain,28023,Spain
10802,SIMOB,4,4/17/2020,4/27/2020,4/18/2020,2,257.26,Simons bistro,VinbÃ¦ltet 34,Kobenhavn,Denmark,1734,Denmark
10803,WELLI,4,6/16/2022,7/11/2022,6/20/2022,1,55.23,Wellington Importadora,Rua do Mercado,Resende,SP,08737-363,Brazil
10804,SEVES,6,2/17/2020,3/9/2020,2/18/2020,2,27.33,Seven Seas Imports,90 Wadhurst Rd.,London,UK,OX15 4NB,UK
10805,THEBI,2,10/18/2024,10/27/2024,10/23/2024,3,237.34,The Big Cheese,89 Jefferson Way Suite 2,Portland,OR,97201,USA
10806,VICTE,3,6/4/2021,6/25/2021,6/8/2021,2,22.11,Victuailles en stock, rue du Commerce,Lyon,France,69004,France
10807,FRANS,4,2/8/2022,3/7/2022,2/11/2022,1,1.36,Franchi S.p.A.,Via Monte Bianco 34,Torino,Italy,10100,Italy
10808,OLDWO,2,9/4/2020,9/19/2020,9/10/2020,3,45.53,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10809,WELLI,7,3/21/2024,4/4/2024,3/26/2024,1,4.87,Wellington Importadora,Rua do Mercado,Resende,SP,08737-363,Brazil
10810,LAUGB,2,1/29/2024,2/14/2024,1/30/2024,3,4.33,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada
10811,LINOD,8,7/21/2021,8/10/2021,7/27/2021,1,31.22,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10812,REGGC,5,11/30/2021,12/28/2021,12/2/2021,1,59.78,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Italy,42100,Italy
10813,RICAR,1,9/6/2024,9/13/2024,9/10/2024,1,47.38,Ricardo Adocicados,Av. Copacabana,Rio de Janeiro,RJ,02389-890,Brazil
10814,VICTE,3,1/7/2022,1/31/2022,1/14/2022,3,130.94,Victuailles en stock, rue du Commerce,Lyon,France,69004,France
10815,SAVEA,2,5/13/2020,5/20/2020,5/13/2020,3,14.62,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10816,GREAL,4,11/7/2022,11/15/2022,11/12/2022,2,719.78,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10817,KOENE,3,3/18/2022,4/4/2022,3/18/2022,2,306.07,KÃ¶niglich Essen,Maubelstr. 90,Brandenburg,Germany,14776,Germany
10818,MAGAA,7,11/23/2023,12/2/2023,11/25/2023,3,65.48,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Italy,24100,Italy
10819,CACTU,2,9/11/2024,9/19/2024,9/12/2024,3,19.76,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,Argentina,1010,Argentina
10820,RATTC,3,3/10/2021,3/25/2021,3/13/2021,2,37.52,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10821,SPLIR,1,10/20/2022,11/15/2022,10/22/2022,1,36.68,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10822,TRAIH,6,6/17/2022,6/28/2022,6/21/2022,3,7,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,WA,98034,USA
10823,LILAS,5,9/11/2022,10/3/2022,9/12/2022,2,163.97,LILA-Supermercado,Carrera 52 con Ave. BolÃ­var #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10824,FOLKO,8,10/7/2022,10/25/2022,10/10/2022,1,1.23,Folk och fÃ¤ HB,Ã…kergatan 24,BrÃ¤cke,Sweden,S-844 67,Sweden
10825,DRACD,1,4/1/2022,4/10/2022,4/6/2022,1,79.25,Drachenblut Delikatessen,Walserweg 21,Aachen,Germany,52066,Germany
10826,BLONP,6,2/4/2023,3/2/2023,2/7/2023,1,7.09,Blondel pÃ¨re et fils, place KlÃ©ber,Strasbourg,France,67000,France
10827,BONAP,1,4/2/2022,4/19/2022,4/5/2022,2,63.54,Bon app', rue des Bouchers,Marseille,France,13008,France
10828,RANCH,9,11/20/2024,12/20/2024,11/20/2024,1,90.85,Rancho grande,Av. del Libertador 900,Buenos Aires,Argentina,1010,Argentina
10829,ISLAT,9,12/10/2024,12/19/2024,12/14/2024,1,154.72,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10830,TRADH,4,7/16/2020,7/26/2020,7/17/2020,2,81.83,TradiÃ§ao Hipermercados,Av. InÃªs de Castro,Sao Paulo,SP,05634-030,Brazil
10831,SANTG,3,5/20/2024,6/14/2024,5/26/2024,2,72.19,SantÃ© Gourmet,Erling Skakkes gate 78,Stavern,Norway,4110,Norway
10832,LAMAI,2,8/25/2023,9/17/2023,9/1/2023,2,43.26,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,France,31000,France
10833,OTTIK,6,6/21/2020,7/16/2020,6/21/2020,2,71.49,Ottilies KÃ¤seladen,Mehrheimerstr. 369,KÃ¶ln,Germany,50739,Germany
10834,TRADH,1,10/26/2020,11/20/2020,10/27/2020,3,29.78,TradiÃ§ao Hipermercados,Av. InÃªs de Castro,Sao Paulo,SP,05634-030,Brazil
10835,ALFKI,1,6/14/2020,6/26/2020,6/18/2020,3,69.53,Alfred's Futterkiste,Obere Str. 57,Berlin,Germany,12209,Germany
10836,ERNSH,7,6/30/2020,7/17/2020,7/4/2020,1,411.88,Ernst Handel,Kirchgasse 6,Graz,Austria,8010,Austria
10837,BERGS,9,1/2/2021,1/23/2021,1/2/2021,3,13.32,Berglunds snabbkÃ¶p,BerguvsvÃ¤gen  8,LuleÃ¥,Sweden,S-958 22,Sweden
10838,LINOD,3,3/18/2023,4/16/2023,3/22/2023,3,59.28,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10839,TRADH,3,7/21/2022,8/8/2022,7/27/2022,3,35.43,TradiÃ§ao Hipermercados,Av. InÃªs de Castro,Sao Paulo,SP,05634-030,Brazil
10840,LINOD,4,7/16/2023,8/12/2023,7/16/2023,2,2.71,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10841,SUPRD,5,8/1/2020,8/14/2020,8/3/2020,2,424.3,SuprÃªmes dÃ©lices,Boulevard Tirou,Charleroi,Belgium,B-6000,Belgium
10842,TORTU,1,12/7/2021,12/17/2021,12/10/2021,3,54.42,Tortuga Restaurante,Avda. Azteca 123,MÃ©xico D.F.,Mexico,5033,Mexico
10843,VICTE,4,12/30/2022,1/24/2023,1/4/2023,2,9.26,Victuailles en stock, rue du Commerce,Lyon,France,69004,France
10844,PICCO,8,4/26/2020,5/25/2020,4/27/2020,2,25.22,Piccolo und mehr,Geislweg 14,Salzburg,Austria,5020,Austria
10845,QUICK,8,1/31/2022,2/17/2022,2/4/2022,1,212.98,QUICK-Stop,TaucherstraÃŸe 10,Cunewalde,Germany,1307,Germany
10846,SUPRD,2,8/15/2022,9/9/2022,8/20/2022,3,56.46,SuprÃªmes dÃ©lices,Boulevard Tirou,Charleroi,Belgium,B-6000,Belgium
10847,SAVEA,4,6/5/2022,7/2/2022,6/8/2022,3,487.57,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10848,CONSH,7,4/15/2022,4/26/2022,4/21/2022,2,38.24,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,UK,WX1 6LT,UK
10849,KOENE,9,2/15/2023,3/15/2023,2/19/2023,2,0.56,KÃ¶niglich Essen,Maubelstr. 90,Brandenburg,Germany,14776,Germany
10850,VICTE,1,4/24/2024,5/17/2024,4/27/2024,1,49.19,Victuailles en stock, rue du Commerce,Lyon,France,69004,France
10851,RICAR,5,10/15/2021,11/13/2021,10/20/2021,1,160.55,Ricardo Adocicados,Av. Copacabana,Rio de Janeiro,RJ,02389-890,Brazil
10852,RATTC,8,1/28/2022,2/23/2022,1/29/2022,1,174.05,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10853,BLAUS,9,10/20/2024,11/16/2024,10/26/2024,2,53.83,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Germany,68306,Germany
10854,ERNSH,3,4/15/2020,5/6/2020,4/21/2020,2,100.22,Ernst Handel,Kirchgasse 6,Graz,Austria,8010,Austria
10855,OLDWO,3,1/29/2022,2/21/2022,2/3/2022,1,170.97,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10856,ANTON,3,11/2/2021,11/20/2021,11/6/2021,2,58.43,Antonio Moreno TaquerÃ­a,Mataderos  2312,MÃ©xico D.F.,Mexico,5023,Mexico
10857,BERGS,8,8/17/2022,9/14/2022,8/18/2022,2,188.85,Berglunds snabbkÃ¶p,BerguvsvÃ¤gen  8,LuleÃ¥,Sweden,S-958 22,Sweden
10858,LACOR,2,11/27/2024,12/12/2024,11/28/2024,1,52.51,La corne d'abondance, avenue de l'Europe,Versailles,France,78000,France
10859,FRANK,1,6/7/2022,6/24/2022,6/10/2022,2,76.1,Frankenversand,Berliner Platz 43,MÃ¼nchen,Germany,80805,Germany
10860,FRANR,3,2/12/2022,3/10/2022,2/13/2022,3,19.26,France restauration, rue Royale,Nantes,France,44000,France
10861,WHITC,4,4/10/2024,4/25/2024,4/13/2024,2,14.93,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10862,LEHMS,8,9/1/2024,9/18/2024,9/8/2024,2,53.23,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Germany,60528,Germany
10863,HILAA,4,1/19/2024,2/5/2024,1/23/2024,2,30.26,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San CristÃ³bal,TÃ¡chira,5022,Venezuela
10864,AROUT,4,7/24/2020,8/18/2020,7/30/2020,2,3.04,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10865,QUICK,2,8/20/2022,9/3/2022,8/24/2022,1,348.14,QUICK-Stop,TaucherstraÃŸe 10,Cunewalde,Germany,1307,Germany
10866,BERGS,5,6/7/2022,7/7/2022,6/9/2022,1,109.11,Berglunds snabbkÃ¶p,BerguvsvÃ¤gen  8,LuleÃ¥,Sweden,S-958 22,Sweden
10867,LONEP,6,10/25/2020,11/14/2020,10/29/2020,1,1.93,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA
10868,QUEEN,7,7/3/2021,7/24/2021,7/10/2021,2,191.27,Queen Cozinha,Alameda dos CanÃ rios,Sao Paulo,SP,05487-020,Brazil
10869,SEVES,5,3/30/2020,4/13/2020,4/1/2020,1,143.28,Seven Seas Imports,90 Wadhurst Rd.,London,UK,OX15 4NB,UK
10870,WOLZA,5,11/12/2021,11/25/2021,11/12/2021,3,12.04,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Poland,01-012,Poland
10871,BONAP,9,3/6/2022,3/19/2022,3/10/2022,2,112.27,Bon app', rue des Bouchers,Marseille,France,13008,France
10872,GODOS,5,11/23/2021,12/17/2021,11/30/2021,2,175.32,Godos Cocina TÃ­pica,C/ Romero,Sevilla,Spain,41101,Spain
10873,WILMK,4,6/27/2020,7/4/2020,7/4/2020,1,0.82,Wilman Kala,Keskuskatu 45,Helsinki,Finland,21240,Finland
10874,GODOS,5,4/13/2021,4/23/2021,4/15/2021,2,19.58,Godos Cocina TÃ­pica,C/ Romero,Sevilla,Spain,41101,Spain
10875,BERGS,4,8/29/2020,9/7/2020,9/2/2020,2,32.37,Berglunds snabbkÃ¶p,BerguvsvÃ¤gen  8,LuleÃ¥,Sweden,S-958 22,Sweden
10876,BONAP,7,1/31/2023,2/11/2023,2/5/2023,3,60.42,Bon app', rue des Bouchers,Marseille,France,13008,France
10877,RICAR,1,9/10/2023,10/5/2023,9/16/2023,1,38.06,Ricardo Adocicados,Av. Copacabana,Rio de Janeiro,RJ,02389-890,Brazil
10878,QUICK,4,5/28/2023,6/26/2023,5/31/2023,1,46.69,QUICK-Stop,TaucherstraÃŸe 10,Cunewalde,Germany,1307,Germany
10879,WILMK,3,3/6/2022,4/4/2022,3/6/2022,3,8.5,Wilman Kala,Keskuskatu 45,Helsinki,Finland,21240,Finland
10880,FOLKO,7,10/22/2020,11/5/2020,10/25/2020,1,88.01,Folk och fÃ¤ HB,Ã…kergatan 24,BrÃ¤cke,Sweden,S-844 67,Sweden
10881,CACTU,4,7/16/2020,8/15/2020,7/23/2020,1,2.84,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,Argentina,1010,Argentina
10882,SAVEA,4,9/14/2020,10/11/2020,9/15/2020,3,23.1,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10883,LONEP,8,2/15/2022,3/16/2022,2/20/2022,3,0.53,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA
10884,LETSS,4,4/4/2022,4/16/2022,4/8/2022,2,90.97,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,CA,94117,USA
10885,SUPRD,6,2/24/2022,3/3/2022,3/1/2022,3,5.64,SuprÃªmes dÃ©lices,Boulevard Tirou,Charleroi,Belgium,B-6000,Belgium
10886,HANAR,1,1/15/2021,2/1/2021,1/16/2021,1,4.99,Hanari Carnes,Rua do PaÃ§o,Rio de Janeiro,RJ,05454-876,Brazil
10887,GALED,8,6/29/2022,7/17/2022,6/29/2022,3,1.25,GalerÃ­a del gastronÃ³mo,Rambla de CataluÃ±a,Barcelona,Spain,8022,Spain
10888,GODOS,1,8/3/2022,8/16/2022,8/5/2022,2,51.87,Godos Cocina TÃ­pica,C/ Romero,Sevilla,Spain,41101,Spain
10889,RATTC,9,4/16/2024,5/7/2024,4/19/2024,3,280.61,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10890,DUMON,7,5/5/2023,5/21/2023,5/6/2023,1,32.76,Du monde entier, rue des Cinquante Otages,Nantes,France,44000,France
10891,LEHMS,7,10/6/2020,10/27/2020,10/10/2020,2,20.37,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Germany,60528,Germany
10892,MAISD,4,6/24/2023,7/18/2023,6/28/2023,2,120.27,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Belgium,B-1180,Belgium
10893,KOENE,9,9/18/2021,10/3/2021,9/19/2021,2,77.78,KÃ¶niglich Essen,Maubelstr. 90,Brandenburg,Germany,14776,Germany
10894,SAVEA,1,4/5/2024,4/23/2024,4/11/2024,1,116.13,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10895,ERNSH,3,1/5/2020,1/21/2020,1/7/2020,1,162.75,Ernst Handel,Kirchgasse 6,Graz,Austria,8010,Austria
10896,MAISD,7,11/15/2020,12/6/2020,11/19/2020,3,32.45,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Belgium,B-1180,Belgium
10897,HUNGO,3,1/28/2023,2/22/2023,1/28/2023,2,603.54,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,NULL,Ireland
10898,OCEAN,4,9/1/2024,9/12/2024,9/2/2024,2,1.27,OcÃ©ano AtlÃ¡ntico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,Argentina,1010,Argentina
10899,LILAS,5,4/20/2022,5/19/2022,4/20/2022,3,1.21,LILA-Supermercado,Carrera 52 con Ave. BolÃ­var #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10900,WELLI,1,12/26/2023,1/20/2024,1/1/2024,2,1.66,Wellington Importadora,Rua do Mercado,Resende,SP,08737-363,Brazil
10901,HILAA,4,10/3/2024,11/1/2024,10/5/2024,1,62.09,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San CristÃ³bal,TÃ¡chira,5022,Venezuela
10902,FOLKO,1,6/15/2023,6/22/2023,6/16/2023,1,44.15,Folk och fÃ¤ HB,Ã…kergatan 24,BrÃ¤cke,Sweden,S-844 67,Sweden
10903,HANAR,3,7/7/2024,7/31/2024,7/7/2024,3,36.71,Hanari Carnes,Rua do PaÃ§o,Rio de Janeiro,RJ,05454-876,Brazil
10904,WHITC,3,1/13/2022,2/8/2022,1/18/2022,3,162.95,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10905,WELLI,9,11/2/2022,11/15/2022,11/7/2022,2,13.72,Wellington Importadora,Rua do Mercado,Resende,SP,08737-363,Brazil
10906,WOLZA,4,8/28/2024,9/15/2024,8/28/2024,3,26.29,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Poland,01-012,Poland
10907,SPECD,6,7/21/2023,8/10/2023,7/27/2023,3,9.19,SpÃ©cialitÃ©s du monde, rue Lauriston,Paris,France,75016,France
10908,REGGC,4,8/27/2022,9/8/2022,9/3/2022,2,32.96,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Italy,42100,Italy
10909,SANTG,1,4/25/2022,5/9/2022,4/26/2022,2,53.05,SantÃ© Gourmet,Erling Skakkes gate 78,Stavern,Norway,4110,Norway
